[((240, 241, 235), 79828), ((55, 36, 21), 5981), ((22, 3, 0), 3737), ((83, 3, 12), 183), ((200, 96, 119), 152), ((160, 122, 60), 97), ((177, 2, 59), 15), ((80, 45, 0), 7)]	https://www.giallozafferano.it/images/ricette/177/17733/foto_hd/hd360x300.jpg
[((32, 32, 32), 54340), ((133, 107, 82), 34129), ((117, 38, 41), 985), ((41, 24, 4), 398), ((153, 97, 23), 144), ((7, 2, 8), 4)]	https://www.giallozafferano.it/images/ricette/10/1035/foto_hd/hd360x300.jpg
[((238, 241, 246), 73765), ((194, 105, 61), 11436), ((83, 87, 99), 4470), ((251, 152, 22), 166), ((68, 19, 25), 84), ((101, 27, 0), 79)]	https://www.giallozafferano.it/images/ricette/187/18709/foto_hd/hd360x300.jpg
[((168, 171, 176), 65755), ((32, 25, 17), 12920), ((78, 35, 3), 9275), ((172, 120, 60), 1320), ((37, 0, 0), 691), ((6, 0, 2), 20), ((161, 125, 11), 19)]	https://www.giallozafferano.it/images/ricette/197/19703/foto_hd/hd360x300.jpg
[((213, 216, 221), 65015), ((100, 66, 39), 23825), ((58, 24, 0), 842), ((24, 18, 20), 215), ((16, 24, 3), 51), ((71, 108, 28), 33), ((5, 0, 1), 14), ((37, 1, 0), 3), ((1, 3, 1), 2)]	https://www.giallozafferano.it/images/ricette/202/20249/foto_hd/hd360x300.jpg
[((240, 229, 223), 53734), ((170, 73, 90), 14129), ((227, 159, 58), 12622), ((114, 123, 0), 5240), ((117, 35, 0), 3347), ((114, 12, 36), 775), ((90, 0, 0), 133), ((81, 24, 13), 13), ((90, 86, 51), 7)]	https://www.giallozafferano.it/images/ricette/15/1507/foto_hd/hd360x300.jpg
[((225, 228, 243), 73814), ((65, 73, 60), 16145), ((51, 24, 7), 36), ((35, 41, 0), 2), ((59, 16, 26), 2), ((4, 7, 0), 1)]	https://www.giallozafferano.it/images/ricette/7/790/foto_hd/hd360x300.jpg
[((182, 198, 223), 65034), ((30, 35, 31), 11009), ((105, 33, 34), 9330), ((46, 83, 29), 2544), ((196, 118, 72), 1319), ((65, 30, 2), 291), ((29, 104, 123), 226), ((221, 26, 43), 184), ((211, 91, 13), 37), ((57, 104, 0), 12), ((185, 219, 106), 8), ((143, 23, 7), 5), ((9, 4, 11), 1)]	https://www.giallozafferano.it/images/ricette/164/16495/foto_hd/hd360x300.jpg
[((239, 240, 244), 83278), ((105, 118, 75), 6568), ((39, 28, 10), 149), ((43, 56, 3), 4), ((132, 69, 77), 1)]	https://www.giallozafferano.it/images/ricette/183/18348/foto_hd/hd360x300.jpg
[((184, 177, 171), 80996), ((173, 116, 47), 4365), ((61, 54, 48), 3246), ((70, 43, 0), 792), ((150, 36, 59), 399), ((29, 0, 0), 84), ((13, 7, 0), 76), ((159, 121, 0), 35), ((145, 39, 13), 6), ((27, 8, 12), 1)]	https://www.giallozafferano.it/images/ricette/208/20887/foto_hd/hd360x300.jpg
[((127, 135, 156), 32361), ((107, 29, 29), 29029), ((59, 65, 31), 28463), ((64, 33, 2), 131), ((32, 36, 45), 9), ((216, 197, 121), 4), ((94, 11, 0), 3)]	https://www.giallozafferano.it/images/ricette/10/1074/foto_hd/hd360x300.jpg
[((193, 160, 115), 46268), ((33, 24, 25), 43372), ((248, 199, 60), 197), ((61, 53, 14), 149), ((8, 0, 1), 12), ((141, 87, 0), 2)]	https://www.giallozafferano.it/images/ricette/3/388/foto_hd/hd360x300.jpg
[((213, 213, 211), 61790), ((96, 62, 37), 25567), ((49, 92, 111), 1563), ((26, 14, 14), 551), ((28, 10, 0), 475), ((34, 42, 3), 54)]	https://www.giallozafferano.it/images/ricette/15/1527/foto_hd/hd360x300.jpg
[((227, 225, 239), 65433), ((28, 59, 28), 17782), ((0, 12, 0), 6248), ((90, 80, 81), 334), ((1, 2, 1), 191), ((8, 57, 2), 10), ((14, 16, 29), 2)]	https://www.giallozafferano.it/images/ricette/9/988/foto_hd/hd360x300.jpg
[((200, 217, 233), 65867), ((55, 68, 84), 20658), ((105, 40, 82), 2133), ((37, 32, 2), 685), ((158, 115, 70), 440), ((58, 23, 17), 113), ((9, 8, 14), 99), ((19, 0, 1), 3), ((0, 11, 0), 1), ((21, 0, 14), 1)]	https://www.giallozafferano.it/images/ricette/190/19061/foto_hd/hd360x300.jpg
[((69, 52, 45), 40686), ((154, 144, 75), 29679), ((75, 56, 0), 14008), ((26, 17, 2), 2725), ((219, 177, 191), 1770), ((224, 180, 31), 1126), ((15, 1, 1), 6)]	https://www.giallozafferano.it/images/ricette/174/17494/foto_hd/hd360x300.jpg
[((104, 176, 165), 80943), ((174, 139, 73), 8196), ((40, 41, 45), 644), ((58, 34, 0), 217)]	https://www.giallozafferano.it/images/ricette/217/21778/foto_hd/hd360x300.jpg
[((242, 234, 231), 69789), ((149, 81, 120), 18074), ((24, 14, 12), 1602), ((91, 76, 45), 444), ((30, 25, 0), 34), ((15, 0, 1), 30), ((57, 13, 36), 16), ((97, 107, 8), 11)]	https://www.giallozafferano.it/images/ricette/36/3629/foto_hd/hd360x300.jpg
[((207, 216, 223), 36120), ((41, 24, 16), 21259), ((235, 198, 84), 20734), ((192, 153, 0), 10238), ((130, 67, 24), 1497), ((33, 35, 0), 79), ((18, 0, 1), 72), ((82, 99, 65), 1)]	https://www.giallozafferano.it/images/ricette/196/19693/foto_hd/hd360x300.jpg
[((226, 219, 211), 45657), ((180, 151, 23), 35618), ((50, 52, 28), 8539), ((37, 29, 0), 151), ((197, 126, 62), 34), ((12, 5, 0), 1)]	https://www.giallozafferano.it/images/ricette/22/2211/foto_hd/hd360x300.jpg
[((206, 189, 169), 38816), ((25, 25, 25), 30135), ((106, 24, 26), 15700), ((101, 83, 125), 3580), ((106, 74, 36), 1690), ((48, 21, 0), 73), ((37, 13, 39), 5), ((59, 68, 5), 1)]	https://www.giallozafferano.it/images/ricette/29/2923/foto_hd/hd360x300.jpg
[((239, 227, 211), 63897), ((202, 97, 154), 15610), ((67, 23, 38), 4220), ((165, 148, 58), 4115), ((20, 0, 1), 753), ((45, 23, 0), 576), ((135, 32, 17), 445), ((143, 7, 71), 210), ((47, 60, 30), 124), ((88, 0, 0), 25), ((8, 2, 6), 11), ((105, 90, 0), 9), ((100, 0, 13), 4), ((6, 8, 0), 1)]	https://www.giallozafferano.it/images/ricette/24/2447/foto_hd/hd360x300.jpg
[((251, 231, 230), 36610), ((145, 66, 0), 26710), ((173, 87, 88), 24466), ((178, 115, 46), 1245), ((115, 18, 25), 717), ((63, 4, 0), 145), ((57, 28, 14), 107)]	https://www.giallozafferano.it/images/ricette/0/96/foto_hd/hd360x300.jpg
[((210, 209, 225), 69950), ((174, 146, 73), 17961), ((116, 81, 0), 1831), ((44, 20, 0), 199), ((24, 0, 1), 43), ((50, 52, 39), 16)]	https://www.giallozafferano.it/images/ricette/1/166/foto_hd/hd360x300.jpg
[((218, 219, 223), 69539), ((70, 35, 39), 9797), ((142, 143, 24), 7947), ((0, 96, 92), 2102), ((86, 111, 69), 441), ((139, 67, 19), 161), ((191, 39, 2), 9), ((9, 23, 23), 2), ((35, 0, 6), 2)]	https://www.giallozafferano.it/images/ricette/191/19183/foto_hd/hd360x300.jpg
[((213, 215, 228), 66530), ((30, 30, 42), 20873), ((84, 109, 67), 2446), ((178, 97, 42), 103), ((47, 21, 4), 42), ((33, 44, 1), 4), ((57, 12, 17), 2)]	https://www.giallozafferano.it/images/ricette/153/15338/foto_hd/hd360x300.jpg
[((206, 182, 180), 66524), ((101, 50, 0), 7687), ((122, 2, 37), 7009), ((93, 49, 50), 2810), ((185, 121, 50), 2355), ((14, 0, 1), 2310), ((102, 0, 0), 1260), ((46, 11, 0), 38), ((175, 46, 25), 4), ((6, 5, 3), 3)]	https://www.giallozafferano.it/images/ricette/18/1829/foto_hd/hd360x300.jpg
[((220, 223, 230), 72268), ((177, 140, 62), 12695), ((104, 57, 91), 3213), ((74, 51, 0), 1176), ((25, 44, 25), 558), ((210, 138, 2), 54), ((69, 8, 41), 17), ((135, 46, 16), 16), ((16, 41, 2), 2), ((79, 121, 9), 1)]	https://www.giallozafferano.it/images/ricette/179/17946/foto_hd/hd360x300.jpg
